Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J4,DE15_Receptacle_HighDensity,DSUB-15-HD_Horizontal_Pitch2.29x2.54mm_EdgePinOffset9.40mm,8.960000,114.000000,90.000000,bottom
J5,DE15_Receptacle_HighDensity,DSUB-15-HD_Horizontal_Pitch2.29x2.54mm_EdgePinOffset9.40mm,8.847720,69.000000,90.000000,bottom
J6,DE15_Receptacle_HighDensity,DSUB-15-HD_Horizontal_Pitch2.29x2.54mm_EdgePinOffset9.40mm,8.847720,24.000000,90.000000,bottom
